start_latitude,start_longitude,end_latitude,end_longitude,segment_end_condition,segment_type,speed_limit,weather_group,distance,heading,elevation,grade,road_incline_angle,sine_road_incline_angle,gravity,gravity_times_sine_road_incline_angle
-16.1511973,133.4281093,-16.1562379,133.4280808,max_length,race,36.11111,6.0492162,560.5,-3.1361647,205.0,0.0010311,0.0590777,0.0010311,9.7779986,0.0100821
-16.1562379,133.4280808,-16.1614056,133.4280621,max_length,race,36.11111,6.0464523,574.63,-3.1381194,204.0,0.0012171,0.0697347,0.0012171,9.7780319,0.0119008
-16.1614056,133.4280621,-16.1667624,133.4282282,max_length,race,36.11111,6.0436774,595.91,3.1118173,204.0,-0.0001507,-0.0086345,-0.0001507,9.7780345,-0.0014735
-16.1667624,133.4282282,-16.1721219,133.4283947,max_length,race,36.11111,6.0409361,596.21,3.111765,205.0,0.000669,0.0383309,0.000669,9.7780062,0.0065415
-16.1721219,133.4283947,-16.17742,133.4284516,max_length,race,36.11111,6.0382576,589.15,3.1312778,207.0,0.0009822,0.0562759,0.0009822,9.777947,0.0096039
-16.17742,133.4284516,-16.1827364,133.4277824,max_length,race,36.11111,6.0355247,595.46,-3.0212871,205.0,-0.0037521,-0.2149785,-0.0037521,9.7780113,-0.0366881
-16.1827364,133.4277824,-16.1881269,133.4271085,max_length,race,36.11111,6.0327214,603.7,-3.0221074,203.5,0.0016682,0.0955807,0.0016682,9.7780602,0.0163118
-16.1881269,133.4271085,-16.1932146,133.4264675,max_length,race,36.11111,6.0300548,569.85,-3.0211824,205.5,0.0017897,0.1025421,0.0017897,9.778001,0.0174997
-16.1932146,133.4264675,-16.1979555,133.4258731,max_length,race,36.11111,6.0276308,530.97,-3.0217758,206.0,0.000993,0.0568947,0.000993,9.7779879,0.0097095
-16.1979555,133.4258731,-16.2027092,133.4254377,max_length,race,36.11111,6.0253969,530.63,-3.0538724,206.5,4.83e-05,0.0027674,4.83e-05,9.7779748,0.0004723
-16.2027092,133.4254377,-16.2074815,133.4252215,max_length,race,36.11111,6.02331,531.16,-3.0981165,207.0,0.0007496,0.0429489,0.0007496,9.7779617,0.0073296
-16.2074815,133.4252215,-16.2122512,133.424994,max_length,race,36.11111,6.0213556,530.92,-3.0958301,206.5,4.54e-05,0.0026012,4.54e-05,9.7779794,0.0004439
-16.2122512,133.424994,-16.217084,133.4247645,max_length,race,36.11111,6.0194972,537.94,-3.0960221,206.0,-4.91e-05,-0.0028132,-4.91e-05,9.7779972,-0.0004801
-16.217084,133.4247645,-16.2221046,133.4245191,max_length,race,36.11111,6.0177148,558.88,-3.0946957,206.5,0.001938,0.1110391,0.001938,9.7779841,0.0189497
-16.2221046,133.4245191,-16.226823,133.4227406,max_length,race,36.11111,6.0157953,557.97,-2.7943419,208.0,0.0014802,0.0848092,0.0014802,9.7779402,0.0144733
-16.226823,133.4227406,-16.2306394,133.4191933,max_length,race,36.11111,6.0135736,568.79,-2.4129701,207.5,8.84e-05,0.0050649,8.84e-05,9.7779577,0.0008644
-16.2306394,133.4191933,-16.234477,133.4156205,max_length,race,36.11111,6.0113003,572.35,-2.4121672,207.5,0.0011503,0.0659073,0.0011503,9.7779595,0.0112476
-16.234477,133.4156205,-16.2381921,133.4119915,max_length,race,36.11111,6.009196,566.35,-2.3882562,209.5,0.0006323,0.0362281,0.0006323,9.7778996,0.0061826
-16.2381921,133.4119915,-16.2417308,133.4082816,max_length,race,36.11111,6.007287,558.3,-2.3529482,209.5,-0.0010106,-0.0579031,-0.0010106,9.7779014,-0.0098815
-16.2417308,133.4082816,-16.2449389,133.4049297,max_length,race,36.11111,6.0056543,505.27,-2.3546411,208.5,0.0016146,0.0925097,0.0016146,9.7779339,0.0157875
-16.2449389,133.4049297,-16.2474704,133.4022934,max_length,race,36.11111,6.0044127,398.05,-2.3562992,209.0,0.0004562,0.0261383,0.0004562,9.7779198,0.0044607
-16.2474704,133.4022934,-16.2504854,133.3991551,max_length,race,36.11111,6.0033476,473.96,-2.3565436,210.0,0.0014108,0.0808328,0.0014108,9.7778903,0.0137946
-16.2504854,133.3991551,-16.2538768,133.3956191,max_length,race,36.11111,6.0022884,533.57,-2.3557233,210.0,0.0032363,0.1854257,0.0032363,9.7778919,0.0316442
-16.2538768,133.3956191,-16.2581785,133.3935859,max_length,race,36.11111,6.0014493,525.27,-2.7156276,210.0,7.15e-05,0.0040966,7.15e-05,9.7778937,0.0006991
-16.2581785,133.3935859,-16.2629264,133.3927586,max_length,race,36.11111,6.0009783,535.28,-2.9758562,210.5,-2.2e-05,-0.0012605,-2.2e-05,9.7778805,-0.0002151
-16.2629264,133.3927586,-16.2676748,133.3919293,max_length,race,36.11111,6.0008279,535.37,-2.9754897,211.0,0.0019082,0.1093317,0.0019082,9.7778674,0.0186581
-16.2676748,133.3919293,-16.2724883,133.3910963,max_length,race,36.11111,6.0009486,542.57,-2.9769732,211.0,0.0018653,0.1068737,0.0018653,9.7778697,0.0182387
-16.2724883,133.3910963,-16.2774229,133.3902301,max_length,race,36.11111,6.0013716,556.44,-2.9746694,211.0,0.0028465,0.163092,0.0028465,9.7778721,0.0278327
-16.2774229,133.3902301,-16.2825357,133.3893296,max_length,race,36.11111,6.0021465,576.59,-2.9741109,212.5,0.0019995,0.1145628,0.0019995,9.7778282,0.0195508
-16.2825357,133.3893296,-16.287355,133.3884712,max_length,race,36.11111,6.0032742,543.66,-2.9722608,215.0,0.0034451,0.1973889,0.0034451,9.7777535,0.0336853
-16.287355,133.3884712,-16.2913982,133.3877531,max_length,race,36.11111,6.0046042,456.07,-2.972732,215.5,0.0015072,0.0863561,0.0015072,9.7777402,0.014737
-16.2913982,133.3877531,-16.2958262,133.3869583,max_length,race,36.11111,6.0061779,499.63,-2.9709867,216.0,0.0011647,0.0667324,0.0011647,9.7777268,0.0113881
-16.2958262,133.3869583,-16.3036335,133.3855269,speed_limit_change,race,36.11111,6.0090042,881.47,-2.9674088,218.0,0.0017414,0.0997748,0.0017414,9.7776681,0.0170268
-16.3036335,133.3855269,-16.3069665,133.3848998,speed_limit_change,race,22.22222,6.0121846,376.61,-2.9629408,219.5,0.0075663,0.4335088,0.0075661,9.7776245,0.0739785
-16.3069665,133.3848998,-16.3103161,133.3842882,max_length,race,27.77778,6.014387,378.13,-2.9681069,220.0,0.0125585,0.7195112,0.0125575,9.7776107,0.1227823
-16.3103161,133.3842882,-16.3138372,133.3837034,speed_limit_change,race,27.77778,6.0168948,396.47,-2.9835182,219.5,-0.0022614,-0.1295685,-0.0022614,9.7776278,-0.0221111
-16.3138372,133.3837034,-16.3173607,133.3830806,max_length,race,36.11111,6.0197294,397.39,-2.9735524,220.0,0.0023424,0.1342094,0.0023424,9.7776141,0.0229031
-16.3173607,133.3830806,-16.3212536,133.3823993,max_length,race,36.11111,6.023011,438.93,-2.975193,220.5,-9.01e-05,-0.0051623,-9.01e-05,9.7776004,-0.000881
-16.3212536,133.3823993,-16.3256244,133.3816279,max_length,race,36.11111,6.0270419,492.93,-2.9738142,220.5,0.0030205,0.1730614,0.0030205,9.7776024,0.0295332
-16.3256244,133.3816279,-16.3299927,133.3808544,max_length,race,36.11111,6.0317509,492.7,-2.9732731,221.5,0.0009107,0.0521793,0.0009107,9.7775737,0.0089044
-16.3299927,133.3808544,-16.3344046,133.3804431,max_length,race,36.11111,6.0369672,492.54,-3.0523714,223.0,-0.0009526,-0.0545799,-0.0009526,9.7775296,-0.0093141
-16.3344046,133.3804431,-16.3388369,133.38046,max_length,race,36.11111,6.0427344,492.85,3.1379275,225.0,0.0010713,0.0613809,0.0010713,9.77747,0.0104746
-16.3388369,133.38046,-16.3433285,133.3804746,max_length,race,36.11111,6.0490891,499.45,3.1384685,227.0,0.0022004,0.1260734,0.0022004,9.7774104,0.0215142
-16.3433285,133.3804746,-16.3477753,133.3804849,max_length,race,36.11111,6.0560069,494.46,3.1393761,227.0,0.0018489,0.105934,0.0018489,9.7774126,0.0180775
-16.3477753,133.3804849,-16.3522869,133.3805073,max_length,race,36.11111,6.0635141,501.67,3.1368279,226.0,-0.0008891,-0.0509417,-0.0008891,9.7774457,-0.0086931
-16.3522869,133.3805073,-16.3568251,133.3805308,max_length,race,36.11111,6.0716993,504.63,3.1366185,228.0,0.0022615,0.1295742,0.0022615,9.7773861,0.0221116
-16.3568251,133.3805308,-16.3613636,133.3805216,max_length,race,36.11111,6.0805319,504.66,-3.1396553,230.0,0.0054146,0.3102307,0.0054145,9.7773266,0.0529393
-16.3613636,133.3805216,-16.3659047,133.3804843,max_length,race,36.11111,6.0900061,504.96,-3.1337038,232.5,0.0070669,0.4048968,0.0070667,9.7772517,0.0690929
-16.3659047,133.3804843,-16.3704451,133.3804536,max_length,race,36.11111,6.1001361,504.88,-3.1351,235.0,0.0047363,0.271368,0.0047362,9.7771768,0.0463067
-16.3704451,133.3804536,-16.3749765,133.380417,max_length,race,36.11111,6.1109202,503.88,-3.1338434,234.5,0.0030123,0.1725916,0.0030123,9.7771944,0.0294518
-16.3749765,133.380417,-16.379496,133.3803849,max_length,race,36.11111,6.1223511,502.56,-3.1347859,237.5,0.0023745,0.1360486,0.0023745,9.777104,0.0232157
-16.379496,133.3803849,-16.3839692,133.3803553,max_length,race,36.11111,6.13438,497.41,-3.1352397,240.5,0.0072518,0.4154903,0.0072516,9.7770136,0.070899
-16.3839692,133.3803553,-16.3884172,133.3800367,max_length,race,36.11111,6.1469656,495.76,-3.0729838,240.5,-0.0034776,-0.199251,-0.0034776,9.7770158,-0.0340006
-16.3884172,133.3800367,-16.3928371,133.3793855,max_length,race,36.11111,6.1601025,496.36,-3.0011809,241.5,0.0037669,0.2158265,0.0037669,9.7769871,0.0368289
-16.3928371,133.3793855,-16.3972531,133.3787361,max_length,race,36.11111,6.1738202,495.9,-3.0014427,243.5,0.0062347,0.3572174,0.0062346,9.7769276,0.0609552
-16.3972531,133.3787361,-16.4016057,133.3780987,max_length,race,36.11111,6.1880615,488.74,-3.0020187,246.0,0.0042102,0.2412253,0.0042102,9.7768526,0.0411625
-16.4016057,133.3780987,-16.4059891,133.3776856,max_length,race,36.11111,6.202873,489.4,-3.0514289,249.5,0.0056569,0.324113,0.0056568,9.7767467,0.0553051
-16.4059891,133.3776856,-16.4104421,133.377762,max_length,race,36.11111,6.2185026,495.22,3.1251342,251.0,0.0021452,0.1229107,0.0021452,9.7767026,0.020973
-16.4104421,133.377762,-16.4148304,133.3781344,max_length,race,36.11111,6.2347912,489.57,3.060365,250.5,0.0003887,0.0222709,0.0003887,9.7767201,0.0038002
-16.4148304,133.3781344,-16.4192712,133.3785126,max_length,race,36.11111,6.2516703,495.44,3.0600858,250.5,-0.003356,-0.1922839,-0.003356,9.7767223,-0.0328107
-16.4192712,133.3785126,-16.4237923,133.3788925,max_length,race,36.11111,6.2693884,504.35,3.0611679,250.5,0.000269,0.0154126,0.000269,9.7767245,0.0026299
-16.4237923,133.3788925,-16.4282415,133.3792732,max_length,race,36.11111,6.2876857,496.39,3.0597018,251.0,0.0008621,0.0493947,0.0008621,9.7767113,0.0084285
-16.4282415,133.3792732,-16.4328608,133.3797586,max_length,race,36.11111,6.3067312,516.25,3.041149,251.0,0.0028042,0.1606684,0.0028042,9.7767135,0.0274159
-16.4328608,133.3797586,-16.4374494,133.3807362,max_length,race,36.11111,6.3266488,520.77,2.9400246,252.0,0.0043188,0.2474475,0.0043188,9.7766849,0.0422235
-16.4374494,133.3807362,-16.4418905,133.3822403,max_length,race,36.11111,6.3467786,519.23,2.8275207,253.5,0.0003462,0.0198358,0.0003462,9.7766408,0.0033847
-16.4418905,133.3822403,-16.4462049,133.3841515,max_length,race,36.11111,6.3668521,521.24,2.7398353,256.5,0.0080187,0.4594278,0.0080184,9.7765504,0.0783923
-16.4462049,133.3841515,-16.4505448,133.3861118,max_length,race,36.11111,6.3871459,525.91,2.7328016,258.0,0.0002745,0.0157277,0.0002745,9.7765062,0.0026837
-16.4505448,133.3861118,-16.4549082,133.3878638,max_length,race,36.11111,6.4078663,519.92,2.7740263,263.0,0.0210415,1.2054113,0.0210368,9.776354,0.2056632
-16.4549082,133.3878638,-16.4595767,133.3883941,max_length,race,36.11111,6.4294148,522.18,3.0330855,271.0,0.0123424,0.7071315,0.0123415,9.7761093,0.1206519
-16.4595767,133.3883941,-16.4642273,133.3888925,max_length,race,36.11111,6.4516574,519.85,3.0391767,272.5,-0.0039475,-0.2261739,-0.0039475,9.7760653,-0.038591
-16.4642273,133.3888925,-16.4688831,133.3890847,max_length,race,36.11111,6.4739614,518.11,3.102026,271.5,-0.0018782,-0.1076128,-0.0018782,9.7760985,-0.0183615
-16.4688831,133.3890847,-16.4734822,133.3891463,max_length,race,36.11111,6.4961464,511.44,3.128747,269.0,-0.0071856,-0.4116975,-0.0071854,9.7761779,-0.0702457
-16.4734822,133.3891463,-16.4779002,133.3889196,max_length,race,36.11111,6.517699,491.85,-3.0924267,268.0,0.0012203,0.069918,0.0012203,9.776211,0.0119299
-16.4779002,133.3889196,-16.4819755,133.3874784,max_length,race,36.11111,6.5376851,478.5,-2.8146576,271.0,0.0062122,0.3559283,0.0062121,9.7761205,0.0607302
-16.4819755,133.3874784,-16.485941,133.3857655,max_length,race,36.11111,6.5562238,477.27,-2.748911,273.0,0.0055484,0.3178966,0.0055483,9.7760607,0.0542405
-16.485941,133.3857655,-16.4899192,133.384041,max_length,race,36.11111,6.5743265,479.05,-2.7476544,273.5,-0.0028137,-0.1612127,-0.0028137,9.7760472,-0.0275069
-16.4899192,133.384041,-16.4939059,133.3823146,max_length,race,36.11111,6.5922767,480.0,-2.7480384,273.5,0.0004524,0.0259206,0.0004524,9.7760492,0.0044227
-16.4939059,133.3823146,-16.497735,133.3806478,max_length,race,36.11111,6.6096531,461.38,-2.7461883,273.5,0.0006089,0.0348874,0.0006089,9.7760511,0.0059526
-16.497735,133.3806478,-16.5018568,133.3788558,max_length,race,36.11111,6.6270482,496.55,-2.7466421,275.0,0.0007384,0.0423072,0.0007384,9.7760068,0.0072186
-16.5018568,133.3788558,-16.5059804,133.3770633,max_length,race,36.11111,6.6447484,496.75,-2.7467119,276.5,0.001866,0.1069138,0.001866,9.7759625,0.0182419
-16.5059804,133.3770633,-16.5098513,133.3753746,max_length,race,36.11111,6.661541,466.56,-2.7454378,275.5,-0.0007812,-0.0447595,-0.0007812,9.7759953,-0.007637
-16.5098513,133.3753746,-16.5132755,133.3738821,max_length,race,36.11111,6.6765188,412.66,-2.745752,275.0,-0.0018344,-0.1051033,-0.0018344,9.7760126,-0.0179331
-16.5132755,133.3738821,-16.5168059,133.3723238,max_length,race,36.11111,6.6904643,426.27,-2.7412665,274.5,-0.0003425,-0.0196238,-0.0003425,9.7760297,-0.0033483
-16.5168059,133.3723238,-16.5209473,133.3705018,max_length,race,36.11111,6.7054491,499.79,-2.7424533,273.5,-9.52e-05,-0.0054546,-9.52e-05,9.7760624,-0.0009307
-16.5209473,133.3705018,-16.5250568,133.3686894,max_length,race,36.11111,6.721078,496.12,-2.7415806,275.0,-0.000754,-0.043201,-0.000754,9.7760182,-0.0073711
-16.5250568,133.3686894,-16.5291654,133.3668735,max_length,race,36.11111,6.7361171,496.17,-2.7408127,275.5,-0.0002149,-0.0123129,-0.0002149,9.7760048,-0.0021009
-16.5291654,133.3668735,-16.5332734,133.3650579,max_length,race,36.11111,6.7506078,496.1,-2.7408302,275.5,-0.0010976,-0.0628878,-0.0010976,9.7760068,-0.0107301
-16.5332734,133.3650579,-16.537384,133.36325,max_length,race,36.11111,6.7645436,496.04,-2.7425929,276.0,-0.0003326,-0.0190566,-0.0003326,9.7759934,-0.0032515
-16.537384,133.36325,-16.5414961,133.3614335,max_length,race,36.11111,6.777912,496.55,-2.7410221,276.5,0.0032685,0.1872706,0.0032685,9.77598,0.0319528
-16.5414961,133.3614335,-16.545608,133.3596179,max_length,race,36.11111,6.7906958,496.49,-2.7411967,277.0,0.002484,0.1423224,0.002484,9.7759666,0.0242835
-16.545608,133.3596179,-16.5497772,133.3577762,max_length,race,36.11111,6.8029713,503.44,-2.7410396,276.5,0.0015324,0.0878,0.0015324,9.775984,0.0149807
-16.5497772,133.3577762,-16.5539141,133.3559562,max_length,race,36.11111,6.8146811,499.23,-2.7425057,278.5,0.0026703,0.1529966,0.0026703,9.7759244,0.0261047
-16.5539141,133.3559562,-16.5582659,133.3541649,max_length,race,36.11111,6.8260716,520.2,-2.7657884,280.5,0.0037095,0.2125377,0.0037095,9.7758647,0.0362636
-16.5582659,133.3541649,-16.5628784,133.3533766,max_length,race,36.11111,6.8378985,519.72,-2.9792247,280.0,0.001964,0.1125288,0.001964,9.7758824,0.0191998
-16.5628784,133.3533766,-16.5675333,133.3538154,max_length,race,36.11111,6.8503361,519.71,3.0514813,280.5,-0.0021606,-0.1237931,-0.0021606,9.7758692,-0.0211217
-16.5675333,133.3538154,-16.572138,133.354703,max_length,race,36.11111,6.8627425,520.68,2.9588916,280.5,-0.0007496,-0.0429489,-0.0007496,9.7758715,-0.007328
-16.572138,133.354703,-16.5767407,133.3555908,max_length,race,36.11111,6.8745906,520.47,2.9587869,280.0,-0.0010183,-0.0583443,-0.0010183,9.7758892,-0.0099548
-16.5767407,133.3555908,-16.5813432,133.3564829,max_length,race,36.11111,6.8857757,520.53,2.9579142,279.0,-0.002055,-0.1177427,-0.002055,9.7759223,-0.0200895
-16.5813432,133.3564829,-16.5860103,133.357385,max_length,race,36.11111,6.8963765,527.79,2.9584203,277.0,-0.0033923,-0.1943637,-0.0033923,9.7759864,-0.0331631
-16.5860103,133.357385,-16.590609,133.35828,max_length,race,36.11111,6.9063175,520.17,2.9571986,273.5,-0.0051596,-0.2956207,-0.0051595,9.7760966,-0.0504398
-16.590609,133.35828,-16.5948835,133.3591141,max_length,race,36.11111,6.9152347,483.54,2.9567274,271.5,-0.0052412,-0.3002959,-0.0052411,9.7761606,-0.0512378
-16.5948835,133.3591141,-16.5983256,133.3597831,max_length,race,36.11111,6.9225165,389.33,2.957443,268.5,-0.0083944,-0.4809524,-0.0083941,9.776255,-0.0820629
-16.5983256,133.3597831,-16.6016227,133.3604245,max_length,race,36.11111,6.9285221,372.94,2.9572859,266.0,-0.0024817,-0.1421906,-0.0024817,9.7763339,-0.0242619
-16.6016227,133.3604245,-16.605489,133.3612437,max_length,race,36.11111,6.9345754,438.69,2.9412638,268.5,0.0036848,0.2111225,0.0036848,9.7762585,0.0360236
-16.605489,133.3612437,-16.6092745,133.3626589,max_length,race,36.11111,6.9408738,447.13,2.7975883,269.0,0.0023299,0.1334932,0.0023299,9.7762449,0.0227777
-16.6092745,133.3626589,-16.6133938,133.3642557,max_length,race,36.11111,6.9471795,488.63,2.7859295,269.0,-0.0005869,-0.0336269,-0.0005869,9.7762469,-0.0057377
-16.6133938,133.3642557,-16.6175673,133.3658746,max_length,race,36.11111,6.9533376,495.09,2.78572,269.0,-0.0014534,-0.0832736,-0.0014534,9.7762489,-0.0142088
-16.6175673,133.3658746,-16.6216866,133.3674645,max_length,race,36.11111,6.9590192,488.37,2.7873606,268.0,-0.0016266,-0.0931972,-0.0016266,9.7762818,-0.0159021
-16.6216866,133.3674645,-16.625701,133.3693117,max_length,race,36.11111,6.9642271,487.84,2.7263265,266.5,-0.0044303,-0.2538358,-0.0044303,9.7763301,-0.0433121
-16.625701,133.3693117,-16.6294051,133.3717586,max_length,race,36.11111,6.9690433,487.45,2.5772928,264.5,-0.0081662,-0.4678784,-0.0081659,9.7763938,-0.0798331
-16.6294051,133.3717586,-16.6329325,133.3745841,max_length,race,36.11111,6.9734952,494.44,2.4869895,261.5,-0.0088357,-0.5062351,-0.0088354,9.7764881,-0.0863792
-16.6329325,133.3745841,-16.6364682,133.3774214,max_length,race,36.11111,6.9775809,495.93,2.4861168,257.0,-0.0041429,-0.2373693,-0.0041429,9.7766288,-0.0405036
-16.6364682,133.3774214,-16.64003,133.3802821,max_length,race,36.11111,6.9812997,499.75,2.4857154,254.0,-0.0059561,-0.3412554,-0.005956,9.7767231,-0.0582302
-16.64003,133.3802821,-16.6437046,133.383228,max_length,race,36.11111,6.9847012,515.22,2.4866055,251.5,-0.0052601,-0.3013788,-0.00526,9.776802,-0.051426
-16.6437046,133.383228,-16.6474269,133.3862202,max_length,race,36.11111,6.987785,522.43,2.4853139,248.5,-0.0037838,-0.2167947,-0.0037838,9.7768964,-0.0369938
-16.6474269,133.3862202,-16.6510979,133.3891749,max_length,race,36.11111,6.990485,515.47,2.4847031,246.5,-0.0038235,-0.2190693,-0.0038235,9.77696,-0.0373822
-16.6510979,133.3891749,-16.6547718,133.3921301,max_length,race,36.11111,6.9928011,515.75,2.4850172,245.0,-0.0051656,-0.2959644,-0.0051655,9.7770081,-0.0505031
-16.6547718,133.3921301,-16.658438,133.3950891,max_length,race,36.11111,6.9947659,515.32,2.4833941,243.5,-0.0042394,-0.2428983,-0.0042394,9.7770562,-0.0414489
-16.658438,133.3950891,-16.6621021,133.3980472,max_length,race,36.11111,6.9963931,515.07,2.4832719,242.0,-0.0033384,-0.1912755,-0.0033384,9.7771043,-0.0326399
-16.6621021,133.3980472,-16.6657705,133.4010049,max_length,race,36.11111,6.9976989,515.42,2.4839177,240.5,-0.00079,-0.0452637,-0.00079,9.7771524,-0.007724
-16.6657705,133.4010049,-16.6693996,133.4039317,max_length,race,36.11111,6.9986936,509.95,2.4837955,239.0,-0.0016409,-0.0940166,-0.0016409,9.7772005,-0.0160434
-16.6693996,133.4039317,-16.6758491,133.4091338,speed_limit_change,race,36.11111,6.999594,906.29,2.4837432,235.5,-0.005364,-0.3073316,-0.0053639,9.777311,-0.0524445
-16.6758491,133.4091338,-16.6782021,133.4110191,max_length,race,22.22222,6.9999575,329.82,2.486972,232.5,-0.0015264,-0.0874562,-0.0015264,9.7774058,-0.0149242
-16.6782021,133.4110191,-16.6793242,133.412171,max_heading_change,race,22.22222,6.9999988,174.99,2.3645895,233.0,-0.0029352,-0.1681741,-0.0029352,9.7773912,-0.0286986
-16.6793242,133.412171,-16.6794488,133.4122428,max_heading_change,race,22.22222,6.9999989,15.83,2.63721,234.5,-0.0031395,-0.1798795,-0.0031395,9.7773452,-0.030696
-16.6794488,133.4122428,-16.6796466,133.4123178,max_heading_change,race,22.22222,6.9999979,23.4,2.79319,234.5,-0.0033786,-0.1935788,-0.0033786,9.7773453,-0.0330337
-16.6796466,133.4123178,-16.6796809,133.4123348,max_heading_change,race,22.22222,6.9999969,4.22,2.6983314,234.0,-0.003412,-0.1954924,-0.003412,9.7773608,-0.0333604
-16.6796809,133.4123348,-16.6797547,133.4123753,max_heading_change,race,22.22222,6.9999964,9.27,2.6576129,234.0,-0.0034733,-0.1990046,-0.0034733,9.7773608,-0.0339597
-16.6797547,133.4123753,-16.6798768,133.4124577,max_heading_change,race,22.22222,6.9999953,16.17,2.5677109,233.5,-0.0035363,-0.2026142,-0.0035363,9.7773763,-0.0345757
-16.6798768,133.4124577,-16.6800009,133.4125177,control_stop,race,22.22222,6.9999937,15.21,2.7078609,233.0,-0.0035384,-0.2027345,-0.0035384,9.7773918,-0.0345963
-16.6800009,133.4125177,-16.6802134,133.4125402,max_heading_change,race,22.22222,6.9999915,23.75,3.0405032,233.0,-0.0034139,-0.1956013,-0.0034139,9.7773919,-0.033379
-16.6802134,133.4125402,-16.6808234,133.4123636,max_heading_change,race,22.22222,6.9999857,70.39,-2.8710666,233.5,-0.0020301,-0.116316,-0.0020301,9.7773767,-0.0198491
-16.6808234,133.4123636,-16.6810769,133.412332,max_heading_change,race,22.22222,6.9999776,28.39,-3.0227532,232.5,-0.0010746,-0.06157,-0.0010746,9.7774077,-0.0105068
-16.6810769,133.412332,-16.6840493,133.4129268,max_length,race,22.22222,6.9999259,336.53,2.952207,232.5,0.0037927,0.2173047,0.0037927,9.7774085,0.0370828
-16.6840493,133.4129268,-16.6873555,133.4135814,speed_limit_change,race,22.22222,6.9997408,374.19,2.9541617,234.0,0.0026549,0.1521142,0.0026549,9.7773638,0.0259579
-16.6873555,133.4135814,-16.6904825,133.4141977,max_length,race,36.11111,6.9994405,353.85,2.9549995,234.5,-0.0023702,-0.1358022,-0.0023702,9.77735,-0.0231743
-16.6904825,133.4141977,-16.6939703,133.4148914,max_length,race,36.11111,6.9990205,394.8,2.9533414,233.5,0.0003797,0.0217552,0.0003797,9.7773825,0.0037125
-16.6939703,133.4148914,-16.697451,133.4155864,max_length,race,36.11111,6.9984619,394.05,2.9526259,234.5,0.0033684,0.1929944,0.0033684,9.7773533,0.032934
-16.697451,133.4155864,-16.7009335,133.4162709,max_length,race,36.11111,6.9977912,394.04,2.9555056,237.0,0.0037194,0.2131049,0.0037194,9.7772779,0.0363656
-16.7009335,133.4162709,-16.7045895,133.4169998,max_length,race,36.11111,6.9969931,413.87,2.9529051,237.0,0.0016105,0.0922748,0.0016105,9.7772797,0.0157463
-16.7045895,133.4169998,-16.7090314,133.4178799,max_length,race,36.11111,6.9959602,502.73,2.954057,238.0,-0.0005716,-0.0327503,-0.0005716,9.7772508,-0.0055887
-16.7090314,133.4178799,-16.7135513,133.4187694,max_length,race,36.11111,6.9946695,511.44,2.9552962,237.0,-0.0051829,-0.2969556,-0.0051828,9.7772839,-0.0506737
-16.7135513,133.4187694,-16.7179076,133.4196336,max_length,race,36.11111,6.9932487,493.06,2.9538301,233.0,-0.0021758,-0.124664,-0.0021758,9.7774096,-0.0212737
-16.7179076,133.4196336,-16.7220356,133.4204262,max_length,race,36.11111,6.9917686,466.71,2.9597293,232.0,-0.0017607,-0.1008806,-0.0017607,9.7774425,-0.0172151
-16.7220356,133.4204262,-16.726234,133.4212132,max_length,race,36.11111,6.9902096,474.3,2.9639705,231.5,-0.0027943,-0.1601012,-0.0027943,9.77746,-0.0273212
-16.726234,133.4212132,-16.7307751,133.4220634,max_length,race,36.11111,6.9884675,513.0,2.9641799,230.0,0.0007976,0.0456991,0.0007976,9.7775085,0.0077985
-16.7307751,133.4220634,-16.7353219,133.422911,max_length,race,36.11111,6.9865497,513.57,2.9649304,231.0,0.0003001,0.0171945,0.0003001,9.7774799,0.0029342
-16.7353219,133.422911,-16.7398671,133.4237708,max_length,race,36.11111,6.9845306,513.63,2.9623822,232.5,-4.5e-05,-0.0025783,-4.5e-05,9.7774359,-0.00044
-16.7398671,133.4237708,-16.7444759,133.4246382,max_length,race,36.11111,6.9824051,520.73,2.9632898,231.0,3.68e-05,0.0021085,3.68e-05,9.7774844,0.0003598
-16.7444759,133.4246382,-16.7490232,133.4254909,max_length,race,36.11111,6.9801946,513.72,2.9639181,229.5,-0.0007471,-0.0428057,-0.0007471,9.777533,-0.0073048
-16.7490232,133.4254909,-16.7535693,133.4263403,max_length,race,36.11111,6.9779233,513.53,2.9645465,230.0,0.0002073,0.0118774,0.0002073,9.7775198,0.0020269
-16.7535693,133.4263403,-16.7581155,133.427192,max_length,race,36.11111,6.9755833,513.58,2.9640927,229.0,-0.0006792,-0.0389153,-0.0006792,9.777553,-0.0066409
-16.7581155,133.427192,-16.7626595,133.4280445,max_length,race,36.11111,6.9731814,513.36,2.9638483,230.0,-0.000242,-0.0138656,-0.000242,9.7775244,-0.0023662
-16.7626595,133.4280445,-16.767207,133.4289038,max_length,race,36.11111,6.9707225,513.87,2.9626091,232.5,0.002806,0.1607715,0.002806,9.7774495,0.0274355
-16.767207,133.4289038,-16.7717538,133.4297582,max_length,race,36.11111,6.9682123,513.7,2.9635865,234.0,0.0023785,0.1362778,0.0023785,9.7774055,0.0232556
-16.7717538,133.4297582,-16.7763102,133.4306055,max_length,race,36.11111,6.9656552,514.62,2.9654017,235.0,0.0028799,0.1650057,0.0028799,9.7773769,0.0281579
